,id,host_is_superhost,host_listings_count,host_identity_verified,accommodates,price,number_of_reviews,review_scores_rating,review_scores_location,reviews_per_month
0,44077,1,2,1,2,70.0,258,4.78,4.66,1.85
1,85156,1,2,1,2,67.0,210,4.79,4.64,1.53
2,159889,0,3,1,1,45.0,355,4.74,4.63,2.78
3,162809,1,2,1,6,80.0,326,4.84,4.77,3.68
4,165828,0,5,1,5,251.0,64,4.63,4.34,0.48
5,165829,0,5,1,5,244.0,76,4.69,4.39,0.59
6,178860,0,2,1,2,80.0,313,4.88,4.94,2.57
7,181823,0,2,1,1,139.0,50,4.6,4.47,0.37
8,237465,0,3,1,2,68.0,392,4.56,4.39,3.0
9,245903,1,1,0,1,30.0,43,4.93,4.66,0.35
10,292757,1,1,1,9,121.0,362,4.92,4.94,2.97
11,302554,0,8,1,5,200.0,59,4.67,4.44,0.46
12,302634,0,8,1,2,101.0,105,4.61,4.47,0.82
13,374792,0,5,1,4,212.0,35,4.48,4.41,0.28
14,386860,0,2,1,4,164.0,92,4.67,4.77,0.75
15,393631,0,1,1,6,180.0,72,4.87,4.24,0.59
16,419987,0,8,1,6,240.0,145,4.8,4.5,1.2
17,424596,1,4,1,3,155.0,519,4.84,4.62,4.16
18,426326,0,3,1,3,60.0,254,4.61,4.56,2.04
19,427077,1,4,1,3,154.0,498,4.84,4.6,3.95
20,427495,0,3,1,2,60.0,176,4.59,4.52,1.44
21,449556,0,1,1,4,155.0,271,4.19,4.67,2.44
22,454183,1,4,0,3,132.0,93,4.67,4.76,1.46
23,468082,1,2,1,5,70.0,296,4.7,4.75,2.42
24,497136,0,2,1,2,139.0,113,4.62,4.55,0.93
25,522667,1,4,1,3,153.0,430,4.81,4.65,3.46
26,526767,1,3,1,3,194.0,568,4.9,4.93,4.65
27,587218,1,2,1,2,80.0,220,4.98,4.76,1.81
28,592840,1,2,1,1,55.0,42,4.9,4.9,0.34
29,610233,0,1,1,4,150.0,61,4.82,4.97,0.5
30,637185,0,1,1,2,119.0,158,4.5,4.72,1.31
31,641880,0,2,1,2,85.0,46,4.53,4.53,0.47
32,654589,1,2,1,4,356.0,538,4.78,4.94,4.41
33,690119,0,1,1,4,341.0,216,4.9,4.72,1.92
34,726011,1,1,1,3,113.0,164,4.9,4.96,1.5
35,726075,1,9,1,5,125.0,3,4.33,5.0,0.04
36,736751,0,1,1,2,80.0,74,4.52,4.65,0.61
37,736827,0,16,1,4,116.0,7,4.67,4.67,0.07
38,742656,0,2,1,2,65.0,368,4.58,4.77,3.52
39,743772,0,2,0,2,140.0,5,4.75,5.0,0.05
40,747284,0,1,1,4,229.0,38,4.97,4.87,0.33
41,871174,1,2,1,3,42.0,244,4.45,4.62,2.11
42,872539,1,1,1,4,280.0,120,4.79,4.51,1.04
43,922425,0,2,1,4,204.0,131,4.78,4.86,1.14
44,928970,0,2,1,4,165.0,37,4.81,4.97,0.34
45,929816,0,2,1,2,79.0,161,4.96,4.81,1.39
46,939866,0,2,1,4,334.0,156,4.93,4.85,1.35
47,946923,0,16,1,2,60.0,11,4.55,5.0,0.12
48,990212,0,1,1,6,205.0,38,4.79,4.58,0.44
49,990300,0,1,1,3,65.0,204,4.9,4.92,1.77
50,998407,0,3,1,2,53.0,254,4.31,4.27,2.66
51,999963,1,2,1,2,200.0,10,4.9,4.7,0.1
52,1073487,0,1,1,1,85.0,72,4.9,4.86,0.64
53,1076634,0,1,1,2,75.0,50,4.64,4.49,0.45
54,1086416,0,1,1,2,106.0,240,4.86,4.57,2.12
55,1173029,1,1,1,4,271.0,329,4.83,4.74,3.73
56,1184087,0,8,1,9,336.0,18,4.89,4.67,0.16
57,1207950,0,1,1,8,270.0,72,4.93,4.84,0.65
58,1255270,1,3,1,1,40.0,10,4.9,4.4,0.09
59,1270261,0,1,1,6,50.0,9,4.89,4.75,0.09
60,1276002,0,1,1,5,593.0,70,4.87,4.4,0.66
61,1296492,0,1,1,2,48.0,54,4.54,4.58,0.5
62,1341478,1,4,0,3,141.0,138,4.59,4.63,1.56
63,1364560,0,1,1,2,90.0,140,4.72,4.4,1.27
64,1407832,0,1,1,8,160.0,63,4.94,4.8,0.57
65,1411019,0,5,1,2,95.0,237,4.78,4.94,3.0
66,1421993,0,1,1,2,300.0,56,4.76,4.69,0.51
67,1447994,0,1,0,2,75.0,3,5.0,4.67,0.03
68,1466234,0,1,1,1,40.0,141,4.73,4.51,1.28
69,1488124,0,1,1,2,68.0,119,4.79,4.76,1.08
70,1501767,1,2,1,2,59.0,61,4.64,4.82,0.56
71,1518845,0,2,1,1,800.0,58,4.84,4.64,0.53
72,1520036,0,1,1,4,350.0,51,4.56,4.7,0.47
73,1556554,1,2,1,5,294.0,19,4.89,4.56,0.26
74,1559929,1,2,1,1,85.0,60,4.92,4.92,0.56
75,1582908,0,1,0,1,85.0,64,4.83,4.61,0.63
76,1600779,1,2,1,2,110.0,73,4.9,4.88,0.7
77,1717912,0,4,1,2,55.0,309,4.83,4.87,3.46
78,1729959,0,1,0,6,190.0,4,4.75,5.0,0.04
79,1797712,0,1,1,2,86.0,67,4.88,4.79,0.66
80,1804494,0,2,1,3,150.0,107,4.88,4.9,1.02
81,1896821,0,1,0,4,150.0,18,4.53,4.59,0.17
82,1906221,1,3,1,2,75.0,512,4.89,4.61,4.79
83,1929739,1,3,1,4,100.0,82,4.88,4.63,0.77
84,1943366,0,8,1,6,240.0,133,4.83,4.66,1.31
85,1963074,0,1,1,2,105.0,616,4.97,4.81,6.24
86,2026810,0,2,1,1,53.0,292,4.73,4.86,2.8
87,2069629,0,1,1,2,95.0,64,4.68,4.75,0.81
88,2084913,0,1,1,2,80.0,48,4.79,4.8,0.53
89,2121887,0,2,0,4,70.0,7,4.71,5.0,0.11
90,2162973,0,2,1,2,125.0,58,4.82,4.95,0.55
91,2164444,0,2,1,2,80.0,477,4.51,4.8,4.57
92,2165074,0,3,1,4,120.0,121,4.83,4.32,1.17
93,2283713,0,2,1,2,65.0,321,4.59,4.86,3.12
94,2355991,1,1,1,5,120.0,56,4.94,4.94,0.54
95,2372993,0,1,1,4,400.0,171,4.85,4.93,1.65
96,2385640,0,1,1,10,179.0,1,0.0,,0.02
97,2394893,0,3,1,2,58.0,243,4.92,4.78,2.4
98,2415104,1,6,1,6,450.0,253,4.9,4.93,2.45
99,2427857,0,3,1,2,58.0,249,4.96,4.79,2.41
100,2466169,1,1,1,2,128.0,213,4.65,4.66,2.1
101,2471794,0,1,1,2,95.0,114,4.92,4.88,1.13
102,2481147,0,32,1,7,753.0,27,4.56,4.85,0.36
103,2489550,1,23,0,2,146.0,451,4.89,4.98,4.47
104,2514537,0,1,0,5,110.0,2,5.0,5.0,0.03
105,2574203,1,1,1,1,51.0,371,4.91,4.7,3.59
106,2607040,0,1,1,2,120.0,56,4.73,4.74,0.55
107,2610590,0,1,1,6,160.0,2,4.0,5.0,0.03
108,2614726,0,3,1,2,110.0,6,4.5,4.6,0.06
109,2620389,0,1,1,1,38.0,6,4.17,4.17,0.08
110,2635493,0,1,1,4,200.0,1,0.0,,0.01
111,2642164,0,1,1,2,66.0,39,4.92,4.92,0.39
112,2647405,0,1,1,2,65.0,70,4.61,4.49,0.68
113,2671586,0,2,0,5,97.0,1,5.0,5.0,0.01
114,2685349,0,2,1,8,290.0,106,4.87,4.83,1.06
115,2686112,0,1,1,2,157.0,72,4.61,4.9,0.7
116,2691951,1,1,1,4,243.0,69,4.94,4.91,2.05
117,2703497,0,1,1,5,350.0,2,5.0,5.0,0.85
118,2719863,0,1,0,2,73.0,3,4.33,4.33,0.03
119,2734096,0,5,1,1,210.0,23,4.91,5.0,0.23
120,2754860,0,1,1,15,300.0,7,5.0,5.0,0.11
121,2760521,0,16,1,2,77.0,6,4.67,5.0,0.06
122,2770813,1,4,1,3,138.0,102,4.62,4.68,1.01
123,2778697,1,1,1,2,85.0,115,4.89,4.7,1.14
124,2791857,0,3,1,2,71.0,249,4.94,4.86,2.5
125,2795703,0,1,1,4,158.0,49,4.85,4.85,0.48
126,2832333,1,2,1,6,333.0,183,4.91,4.81,1.81
127,2842414,0,1,1,5,65.0,6,3.33,4.2,0.08
128,2842486,0,2,1,3,110.0,139,4.34,4.47,1.38
129,2850155,0,2,0,4,300.0,1,5.0,5.0,1.0
130,2862881,1,3,1,4,243.0,34,4.85,4.88,0.86
131,2873250,0,1,1,2,51.0,6,5.0,5.0,0.11
132,2874272,0,8,1,2,101.0,144,4.56,4.49,1.49
133,2885736,0,1,1,8,180.0,6,4.83,4.67,0.06
134,2891101,0,2,1,1,87.0,109,4.83,4.63,1.09
135,2903645,0,2,1,1,49.0,27,4.81,4.67,0.27
136,2923471,0,2,1,1,90.0,55,4.87,4.75,0.54
137,2985355,0,1,0,5,1000.0,47,4.53,4.64,0.9
138,3009793,0,5,1,2,114.0,31,4.53,4.73,0.32
139,3012532,1,5,1,6,146.0,128,4.81,4.77,1.28
140,3026802,1,3,1,1,31.0,11,4.91,4.64,0.11
141,3031518,1,4,1,2,123.0,66,4.58,4.77,0.66
142,3042183,1,4,1,2,114.0,35,4.85,4.74,0.35
143,3042237,1,4,1,1,70.0,35,4.82,4.68,0.35
144,3048852,0,1,0,2,63.0,82,4.82,4.98,0.83
145,3076665,0,1,0,2,71.0,139,4.63,4.51,1.37
146,3088332,0,1,1,4,51.0,20,4.9,4.9,0.26
147,3096382,1,3,1,5,206.0,230,4.73,4.9,2.28
148,3110929,0,1,1,1,75.0,40,4.8,4.8,0.4
149,3137058,0,1,1,2,89.0,100,4.9,4.62,1.75
150,3180314,0,1,1,6,180.0,6,4.5,4.33,0.06
151,3188621,0,2,1,2,104.0,155,4.46,4.65,1.65
152,3221575,0,1,1,4,88.0,31,4.58,4.65,0.35
153,3226975,0,1,0,6,70.0,6,3.75,3.75,0.06
154,3253976,0,1,1,2,120.0,78,4.92,4.99,0.78
155,3260995,0,1,1,8,130.0,2,4.5,4.0,0.02
156,3273876,0,1,1,4,200.0,3,4.33,5.0,0.03
157,3281268,0,1,1,9,310.0,24,4.77,4.73,0.24
158,3333378,1,5,1,6,140.0,120,4.85,4.84,1.31
159,3356956,0,1,1,2,95.0,35,4.91,4.57,0.36
160,3388678,0,1,0,8,151.0,13,4.85,4.69,0.13
161,3389175,0,3,0,4,107.0,93,4.77,4.88,0.93
162,3394094,1,1,1,1,91.0,208,4.75,4.86,2.1
163,3424579,0,1,1,6,200.0,13,4.77,4.85,0.13
164,3430811,0,2,1,2,58.0,25,4.92,4.68,0.26
165,3441888,0,1,1,4,220.0,9,4.56,4.89,2.48
166,3441994,0,2,1,2,125.0,26,4.92,4.73,0.54
167,3474511,0,2,1,2,99.0,640,4.94,4.93,6.57
168,3482676,0,1,1,2,210.0,5,5.0,5.0,0.06
169,3576358,0,5,1,5,120.0,28,4.75,4.61,0.46
170,3579644,1,2,1,2,61.0,239,4.91,4.67,2.41
171,3581384,0,5,1,6,120.0,20,4.8,4.4,0.39
172,3581655,1,2,1,2,60.0,266,4.94,4.7,2.68
173,3592153,1,1,1,8,950.0,156,4.79,4.88,1.6
174,3604420,0,2,1,3,165.0,28,4.86,4.93,0.28
175,3604440,1,10,1,6,1219.0,123,4.85,4.84,1.25
176,3622736,0,1,0,4,190.0,5,4.25,4.0,0.06
177,3634410,0,1,1,4,269.0,61,4.54,4.88,0.67
178,3643131,0,1,1,4,200.0,46,4.59,4.13,0.47
179,3698469,1,2,0,2,91.0,66,4.91,4.89,0.77
180,3708033,0,2,1,8,700.0,7,4.8,4.8,0.09
181,3723817,0,1,1,2,65.0,3,4.67,4.33,0.06
182,3725793,0,7,1,2,45.0,5,4.6,5.0,0.06
183,3737322,0,1,1,2,55.0,8,5.0,4.88,0.1
184,3740535,0,2,0,2,70.0,6,4.17,5.0,0.06
185,3741414,0,7,1,1,33.0,20,4.45,4.2,0.23
186,3741699,0,7,1,2,45.0,7,4.57,4.71,0.08
187,3747675,0,1,0,6,210.0,25,4.78,4.7,0.27
188,3749697,0,1,1,1,60.0,109,4.84,4.92,1.2
189,3767317,0,1,0,4,110.0,3,4.67,4.33,0.03
190,3770752,1,5,1,2,83.0,304,4.9,4.78,3.08
191,3789686,0,1,1,2,82.0,388,4.8,4.89,3.94
192,3797186,0,1,1,2,50.0,2,0.0,,0.02
193,3801472,0,1,0,4,120.0,1,4.0,4.0,0.01
194,3811548,0,1,0,1,60.0,13,4.85,5.0,0.13
195,3818337,0,1,1,4,165.0,51,4.76,4.96,0.58
196,3841286,0,2,1,4,171.0,11,4.82,4.82,0.14
197,3851295,1,1,1,2,136.0,34,4.91,4.94,0.35
198,3856095,0,1,1,1,75.0,72,4.88,4.92,0.75
199,3868060,0,3,1,2,55.0,6,5.0,4.83,0.07
200,3879473,0,1,1,5,55.0,339,4.76,4.58,3.52
201,3882631,0,2,1,2,153.0,171,4.78,4.8,1.76
202,3899828,0,1,1,2,85.0,15,4.62,4.46,0.16
203,3922631,0,1,1,4,155.0,5,4.8,4.6,0.05
204,3951360,1,3,1,4,99.0,117,4.84,4.86,1.81
205,3965249,1,3,1,4,99.0,185,4.87,4.88,1.9
206,3991589,0,1,0,1,69.0,157,4.9,4.73,1.61
207,4075119,0,2,1,5,300.0,12,5.0,4.73,0.13
208,4080295,0,1,0,2,55.0,1,5.0,4.0,0.01
209,4092157,0,2,1,2,33.0,24,4.71,4.67,0.34
210,4093174,0,1,1,2,155.0,11,4.55,5.0,0.12
211,4095938,0,1,1,2,40.0,189,4.79,4.62,1.95
212,4108004,0,4,1,6,670.0,1,5.0,5.0,0.59
213,4160003,1,3,1,1,88.0,22,4.77,4.64,0.29
214,4177992,1,3,1,1,70.0,219,4.94,4.81,2.4
215,4208603,1,1,1,2,80.0,119,4.92,4.71,1.26
216,4255534,0,2,1,4,179.0,50,4.78,4.68,0.66
217,4261174,0,1,1,6,529.0,14,4.93,4.93,0.3
218,4282658,1,1,1,6,500.0,100,4.91,4.83,1.07
219,4294854,0,2,1,2,70.0,188,4.55,4.7,1.96
220,4296435,0,1,1,3,54.0,109,4.89,4.55,1.71
221,4302167,0,1,1,4,110.0,103,4.84,4.75,1.08
222,4313897,1,1,0,2,48.0,17,4.94,4.76,1.82
223,4317345,0,1,0,3,75.0,7,4.67,4.67,0.07
224,4328664,0,1,1,4,45.0,2,5.0,5.0,0.02
225,4337495,0,1,0,4,107.0,76,4.8,4.85,0.81
226,4368210,0,1,1,4,185.0,10,4.44,4.33,0.18
227,4378260,1,1,1,1,68.0,109,4.75,4.86,1.21
228,4382103,0,1,1,7,295.0,9,4.88,5.0,0.1
229,4391824,0,2,1,6,221.0,138,4.7,4.97,1.72
230,4394037,0,1,1,6,190.0,1,0.0,,0.01
231,4403308,0,1,1,3,95.0,5,5.0,4.25,0.05
232,4423190,0,1,1,8,300.0,1,5.0,5.0,0.02
233,4435614,0,1,1,2,132.0,55,4.91,4.87,0.73
234,4446134,0,5,1,8,379.0,21,4.81,4.67,0.3
235,4446326,0,5,1,2,52.0,36,4.68,4.5,0.41
236,4479658,0,1,1,4,170.0,4,5.0,5.0,0.04
237,4492472,0,3,1,2,48.0,21,4.48,4.45,0.28
238,4585502,0,1,1,4,292.0,187,4.72,4.71,2.0
239,4604580,1,2,0,2,80.0,66,4.94,4.8,1.03
240,4630635,0,3,1,4,178.0,6,4.67,4.67,2.34
241,4637734,0,1,1,6,450.0,1,4.0,5.0,0.02
242,4665890,1,8,1,4,160.0,135,4.81,4.77,1.53
243,4713441,0,1,1,4,140.0,2,5.0,4.5,0.02
244,4728250,0,1,1,4,125.0,99,4.54,4.84,1.06
245,4755440,0,1,0,4,400.0,1,5.0,5.0,0.01
246,4770798,0,16,1,2,71.0,1,5.0,5.0,0.01
247,4776516,0,1,1,8,300.0,2,5.0,5.0,0.02
248,4804987,0,1,1,2,309.0,44,4.66,4.8,0.48
249,4821901,0,1,1,2,65.0,5,4.4,4.8,0.06
250,4857684,1,5,1,6,130.0,105,4.9,4.92,1.41
251,4872877,0,3,1,1,45.0,56,4.52,4.53,0.72
252,4940924,0,3,1,2,98.0,13,5.0,4.69,0.19
253,4945419,0,1,0,4,125.0,5,5.0,5.0,0.1
254,4963289,1,1,1,2,83.0,467,4.93,4.95,5.08
255,4965606,1,1,1,4,120.0,86,4.64,4.85,0.94
256,4981330,0,1,1,2,125.0,61,4.7,4.51,0.66
257,5000537,1,1,1,4,180.0,151,4.96,4.92,1.63
258,5019767,1,1,1,4,75.0,190,4.77,4.83,2.08
259,5045518,0,1,1,3,125.0,53,4.88,4.81,0.62
260,5056234,0,1,1,8,514.0,90,4.61,4.64,0.98
261,5091879,0,1,1,5,433.0,23,4.96,5.0,0.25
262,5092240,0,2,1,2,50.0,71,4.6,4.65,0.77
263,5092800,0,2,1,4,120.0,37,4.57,4.57,0.4
264,5103919,0,1,0,4,495.0,3,5.0,5.0,0.03
265,5122717,1,8,1,2,75.0,176,4.77,4.63,1.98
266,5123315,1,8,1,4,155.0,134,4.77,4.85,1.53
267,5140160,1,8,1,4,190.0,109,4.79,4.75,1.51
268,5140379,1,8,1,4,190.0,141,4.73,4.81,1.53
269,5152543,0,1,1,2,64.0,6,4.83,4.83,0.07
270,5162413,1,1,0,2,70.0,59,4.76,4.76,0.77
271,5166238,1,2,1,2,60.0,86,4.87,4.86,0.94
272,5166950,0,1,1,2,120.0,279,4.86,4.97,3.04
273,5198526,0,1,1,2,97.0,196,4.95,4.77,2.13
274,5207710,0,1,1,4,281.0,115,4.64,4.38,1.26
275,5218203,0,3,1,2,55.0,25,4.96,4.67,0.29
276,5257024,0,1,1,4,150.0,249,4.7,4.91,2.71
277,5273761,1,1,1,2,49.0,158,4.55,4.48,1.83
278,5295002,0,1,1,4,150.0,1,5.0,5.0,0.01
279,5295329,0,1,0,3,134.0,10,4.1,4.6,0.11
280,5300081,1,1,1,3,106.0,457,4.82,4.94,5.01
281,5300721,1,1,1,2,135.0,167,4.95,4.9,1.82
282,5314113,1,2,1,8,450.0,19,4.94,4.94,0.25
283,5337567,0,3,1,6,288.0,287,4.82,4.8,3.14
284,5369640,0,1,0,5,190.0,2,5.0,5.0,0.02
285,5370743,0,1,1,6,281.0,122,4.85,4.79,1.34
286,5373819,0,16,1,2,30.0,4,3.75,5.0,0.04
287,5431304,0,1,0,4,75.0,73,4.85,4.75,0.8
288,5436906,0,2,1,4,140.0,48,4.64,4.93,0.52
289,5437940,0,1,1,5,180.0,1,4.0,4.0,0.01
290,5438280,0,2,1,2,65.0,5,5.0,5.0,0.13
291,5441663,0,2,1,4,85.0,2,5.0,5.0,0.02
292,5452665,0,1,0,1,22.0,1,0.0,,0.01
293,5458089,0,2,1,2,69.0,336,4.68,4.78,3.86
294,5472279,0,1,1,5,150.0,4,5.0,5.0,0.05
295,5478988,0,1,0,4,150.0,9,5.0,5.0,0.1
296,5496959,0,1,1,4,103.0,17,4.53,4.59,0.19
297,5505799,0,1,0,4,100.0,1,5.0,5.0,0.01
298,5522457,0,2,1,2,60.0,1,5.0,4.0,0.01
299,5549787,0,2,1,4,150.0,371,4.77,4.8,4.05
300,5570464,0,1,1,1,90.0,129,4.57,4.53,1.42
301,5570664,0,2,1,2,53.0,2,4.5,4.5,0.02
302,5570901,0,1,1,2,105.0,87,4.92,4.93,0.95
303,5579919,0,1,1,2,160.0,29,4.9,4.72,0.33
304,5580328,1,23,0,2,110.0,388,4.92,4.97,4.25
305,5586252,0,3,1,2,50.0,26,4.77,4.96,0.56
306,5605620,0,1,1,4,117.0,29,4.76,4.59,0.33
307,5605805,0,1,1,2,90.0,14,4.69,4.85,0.16
308,5616591,0,1,0,2,49.0,1,4.0,5.0,0.01
309,5617786,0,2,1,2,90.0,1,5.0,5.0,0.01
310,5624357,0,1,1,1,49.0,196,4.74,4.85,2.15
311,5640675,0,1,0,2,85.0,6,4.5,4.17,0.08
312,5656305,0,2,1,3,83.0,574,4.18,4.49,6.59
313,5664563,0,1,0,7,120.0,28,4.52,4.59,0.31
314,5671611,1,11,1,10,716.0,113,4.88,4.71,1.48
315,5688459,0,1,0,2,220.0,9,5.0,4.88,0.1
316,5696906,0,2,1,1,62.0,179,4.76,4.84,2.03
317,5706548,0,1,0,6,200.0,1,0.0,,0.01
318,5710121,0,1,1,8,750.0,167,4.92,4.74,1.87
319,5729324,0,3,1,2,64.0,2,4.5,4.5,0.02
320,5740595,0,5,1,7,373.0,17,4.59,4.59,0.21
321,5746728,1,1,1,5,429.0,43,4.98,4.88,0.48
322,5754964,0,1,1,2,100.0,60,4.92,4.81,0.66
323,5760168,0,1,1,2,70.0,7,4.57,4.71,0.08
324,5789915,0,1,1,6,200.0,5,5.0,4.6,0.08
325,5790359,0,1,0,5,100.0,69,4.5,4.81,0.77
326,5833366,0,1,1,2,55.0,5,4.4,4.4,0.06
327,5835782,0,2,1,1,49.0,54,4.67,4.78,0.74
328,5857412,1,8,1,4,198.0,157,4.71,4.89,1.73
329,5871701,0,1,1,8,300.0,10,5.0,4.88,0.11
330,5886395,0,3,1,1,40.0,11,4.64,4.45,0.12
331,5887020,0,1,1,6,300.0,4,5.0,5.0,0.05
332,5887717,0,4,1,4,160.0,288,4.48,4.74,3.19
333,5891844,0,1,1,5,40.0,3,4.33,4.0,0.03
334,5893248,0,8,1,2,88.0,159,4.6,4.55,1.77
335,5893921,0,68,1,4,154.0,90,4.26,4.87,1.0
336,5914901,0,1,1,4,200.0,2,4.5,4.5,0.03
337,5929711,1,3,1,1,71.0,20,4.95,4.67,0.27
338,5931030,0,1,1,7,275.0,6,4.83,5.0,0.07
339,5931145,0,8,1,2,101.0,164,4.62,4.57,1.84
340,5939399,0,1,0,7,62.0,18,4.76,4.53,0.21
341,5946473,0,1,1,2,57.0,228,4.65,4.61,2.55
342,5986332,0,2,1,5,250.0,2,5.0,5.0,0.04
343,5988881,0,2,1,4,59.0,55,4.82,4.63,0.72
344,6001756,0,1,1,2,70.0,11,4.5,4.8,0.13
345,6014140,0,1,1,2,120.0,2,4.5,4.5,0.02
346,6027743,0,55,1,4,177.0,296,4.52,4.72,3.29
347,6060977,0,5,1,2,66.0,29,4.93,4.69,0.33
348,6065352,0,2,0,2,70.0,6,4.67,4.83,0.07
349,6090253,0,1,1,2,50.0,1,3.0,2.0,0.01
350,6091960,0,1,1,4,41.0,62,4.74,4.56,1.16
351,6097160,1,1,1,7,440.0,121,4.76,4.91,1.36
352,6111087,0,1,0,2,56.0,2,4.5,4.5,0.02
353,6111384,0,1,0,7,390.0,14,4.77,4.77,0.16
354,6119495,0,1,0,8,275.0,2,5.0,5.0,0.02
355,6127298,0,1,1,2,48.0,11,4.55,4.64,0.12
356,6149285,0,1,0,7,300.0,10,4.7,4.8,0.11
357,6153865,0,1,1,2,178.0,83,4.76,4.77,0.93
358,6164649,0,1,1,6,180.0,6,5.0,4.83,0.07
359,6164856,0,1,0,4,120.0,25,4.83,4.65,0.28
360,6179782,0,1,0,7,130.0,25,4.79,4.87,0.29
361,6237072,0,1,0,6,160.0,2,4.5,5.0,0.05
362,6241997,0,1,1,2,69.0,9,4.33,4.56,0.1
363,6255482,0,1,1,1,20.0,2,5.0,5.0,0.02
364,6266903,0,1,1,2,99.0,95,4.83,4.7,1.06
365,6271602,0,1,1,8,250.0,4,4.5,4.5,0.05
366,6283612,0,2,1,2,98.0,15,4.87,4.67,0.31
367,6286228,0,1,1,6,450.0,86,4.92,4.92,0.97
368,6289736,0,3,1,2,75.0,2,4.0,5.0,0.02
369,6290081,1,1,1,6,836.0,79,4.96,4.89,0.89
370,6294418,0,1,1,4,190.0,273,4.94,4.71,3.07
371,6309046,0,1,1,6,375.0,20,4.95,4.9,0.27
372,6347315,0,1,0,4,375.0,28,4.85,4.35,0.32
373,6348110,1,2,1,2,40.0,24,4.83,4.83,0.27
374,6360951,0,1,1,2,70.0,2,4.0,4.0,0.02
375,6361100,0,2,1,2,75.0,2,4.5,4.5,0.02
376,6368959,0,5,1,2,59.0,28,4.82,4.82,0.33
377,6385487,1,1,1,2,175.0,122,4.9,4.94,1.37
378,6394075,0,1,0,4,79.0,1,5.0,4.0,0.01
379,6396228,1,1,1,3,124.0,426,4.96,4.94,4.81
380,6406867,0,1,1,2,76.0,313,4.5,4.58,3.52
381,6423196,0,1,0,3,73.0,17,5.0,4.93,0.19
382,6432589,0,1,0,6,210.0,3,5.0,5.0,0.04
383,6450986,0,1,1,2,60.0,26,4.56,4.6,0.3
384,6450993,1,3,1,1,81.0,182,4.95,4.92,2.09
385,6455564,0,1,1,2,40.0,55,4.76,4.62,0.62
386,6456408,0,2,0,2,70.0,7,4.67,4.83,0.08
387,6457068,0,1,1,4,125.0,173,4.88,4.96,1.96
388,6458595,0,1,0,6,118.0,22,4.65,4.45,0.25
389,6465408,1,1,1,2,120.0,153,4.94,4.74,1.73
390,6466331,0,1,1,2,244.0,41,4.73,4.97,0.47
391,6478098,0,1,1,2,40.0,18,4.69,4.69,0.2
392,6478206,0,1,1,4,75.0,75,4.8,4.85,0.86
393,6484506,0,1,1,8,585.0,40,4.9,4.8,0.51
394,6494825,0,1,1,5,120.0,399,4.91,4.98,4.5
395,6509140,0,5,1,4,116.0,28,4.64,4.67,0.32
396,6511695,0,1,0,4,190.0,3,4.67,5.0,0.03
397,6525248,0,3,1,2,81.0,5,4.8,5.0,0.06
398,6525773,0,7,1,1,75.0,14,4.93,5.0,0.16
399,6526063,0,1,1,5,140.0,2,4.5,4.5,0.02
400,6530735,0,1,1,7,310.0,29,4.82,4.33,0.33
401,6531116,0,1,1,4,95.0,1,5.0,5.0,0.01
402,6566265,0,2,1,1,52.0,23,4.95,4.81,0.26
403,6568588,0,2,1,2,54.0,40,4.48,3.98,0.45
404,6580137,0,4,1,2,56.0,291,4.8,4.85,3.29
405,6602165,1,2,1,6,82.0,116,4.87,4.79,1.38
406,6620588,0,1,0,2,75.0,1,0.0,,0.01
407,6630854,0,3,1,8,170.0,6,4.8,4.5,0.07
408,6631138,0,1,1,2,20.0,1,4.0,4.0,0.01
409,6637187,0,1,1,2,90.0,362,4.44,4.48,4.1
410,6651135,0,2,1,5,171.0,8,4.88,4.63,0.09
411,6655655,0,1,1,4,89.0,50,4.72,4.58,0.57
412,6656507,0,1,0,2,75.0,3,5.0,5.0,0.03
413,6657851,0,1,0,2,70.0,86,4.88,4.72,1.08
414,6666524,0,1,1,2,93.0,1,5.0,5.0,0.01
415,6677566,1,3,1,2,102.0,169,4.91,4.85,1.93
416,6677678,1,3,1,2,101.0,176,4.94,4.89,2.04
417,6681883,0,1,0,2,76.0,222,4.58,4.52,2.56
418,6691473,1,2,1,1,46.0,30,4.9,4.86,0.39
419,6705101,1,2,1,1,48.0,101,4.96,4.77,1.66
420,6710681,1,4,1,4,140.0,59,4.9,4.88,0.67
421,6718806,0,1,0,2,75.0,30,4.56,4.46,0.34
422,6739022,0,1,1,2,64.0,1,3.0,5.0,0.01
423,6743129,1,3,1,2,90.0,27,4.81,4.96,0.31
424,6756249,0,1,0,2,41.0,4,3.25,4.25,0.05
425,6761015,0,1,1,2,65.0,22,4.84,4.42,0.25
426,6765402,0,1,0,2,220.0,125,4.97,4.92,1.53
427,6770636,0,1,0,5,131.0,15,4.8,4.6,0.17
428,6778919,0,2,1,4,75.0,3,5.0,4.33,0.03
429,6781323,0,2,1,1,49.0,92,4.98,4.97,1.06
430,6797599,0,1,1,1,35.0,2,4.0,5.0,0.04
431,6803316,0,1,1,2,57.0,104,4.88,4.97,1.19
432,6811302,0,1,1,2,51.0,1,4.0,5.0,0.01
433,6816938,0,1,1,4,120.0,41,4.95,4.95,0.47
434,6817067,1,3,1,2,80.0,42,4.88,4.98,0.48
435,6834535,1,2,1,4,353.0,331,4.74,4.94,3.95
436,6835763,0,1,1,8,200.0,2,5.0,5.0,0.03
