,id,host_is_superhost,host_listings_count,host_identity_verified,accommodates,price,number_of_reviews,review_scores_rating,review_scores_location,reviews_per_month
1067,13320332,0,2,1,4,200.0,160,4.58,4.85,2.11
1068,13326351,0,1,0,1,27.0,12,4.83,4.42,0.16
1069,13328227,1,4,1,2,103.0,55,4.85,4.95,0.73
1070,13338141,0,1,1,2,91.0,134,4.96,4.89,2.1
1071,13343644,0,1,1,2,26.0,1,3.0,4.0,0.01
1072,13344477,0,1,1,2,52.0,2,4.0,3.5,0.03
1073,13352360,0,1,1,4,69.0,25,4.35,4.23,0.33
1074,13372909,0,1,0,1,45.0,6,5.0,4.67,0.08
1075,13376776,0,3,1,2,35.0,135,4.23,4.68,1.79
1076,13376902,0,1,1,2,65.0,54,4.83,4.73,0.72
1077,13388904,0,1,1,2,110.0,12,4.58,4.58,0.16
1078,13391968,0,2,1,2,120.0,7,4.67,4.5,0.09
1079,13397033,0,1,1,4,110.0,27,4.85,4.56,0.36
1080,13405707,0,1,1,4,150.0,41,4.93,4.9,0.55
1081,13406887,0,1,0,2,39.0,1,0.0,,0.01
1082,13407828,0,1,1,2,50.0,9,4.56,4.89,0.12
1083,13411072,0,2,1,4,185.0,13,4.75,4.5,0.17
1084,13412185,0,3,0,4,100.0,4,5.0,4.75,0.1
1085,13414197,0,1,0,2,45.0,2,5.0,5.0,0.03
1086,13423008,0,1,1,4,160.0,5,4.8,4.4,0.07
1087,13425025,0,1,1,2,49.0,5,4.4,4.4,0.07
1088,13432622,0,2,1,2,106.0,8,4.88,4.88,0.11
1089,13440759,0,1,0,2,45.0,58,4.95,4.7,0.77
1090,13444781,0,1,1,6,250.0,6,5.0,5.0,0.1
1091,13449411,0,1,0,3,95.0,2,5.0,4.5,0.03
1092,13449518,0,1,1,1,4357.0,2,3.0,4.0,0.03
1093,13449542,0,1,0,3,95.0,1,5.0,5.0,0.02
1094,13450711,0,1,1,2,100.0,17,4.59,4.76,0.22
1095,13451625,0,1,1,2,40.0,2,4.5,4.0,0.03
1096,13451668,1,3,1,6,729.0,20,4.95,5.0,0.38
1097,13455156,0,1,1,1,50.0,4,4.5,4.0,0.05
1098,13460225,0,2,1,2,145.0,3,5.0,5.0,0.11
1099,13474729,0,1,0,2,99.0,6,4.83,5.0,0.08
1100,13474984,0,1,1,2,78.0,96,4.83,4.55,1.27
1101,13476709,0,3,1,1,20.0,82,4.29,4.57,1.08
1102,13478425,0,1,0,4,85.0,2,4.5,4.5,0.03
1103,13478834,0,1,1,4,99.0,6,5.0,4.83,0.08
1104,13485714,0,1,1,2,58.0,5,4.8,4.8,0.07
1105,13490110,0,1,1,2,71.0,108,4.96,4.91,1.46
1106,13491814,0,1,0,9,250.0,1,5.0,5.0,0.01
1107,13492311,0,1,0,10,220.0,5,5.0,5.0,0.07
1108,13504505,1,1,1,4,140.0,235,4.96,4.94,3.13
1109,13514198,0,1,1,4,56.0,49,4.92,4.76,0.65
1110,13521129,0,1,0,2,79.0,317,4.81,4.56,4.21
1111,13524806,0,1,1,2,150.0,25,4.84,4.44,0.33
1112,13530393,0,1,0,2,65.0,76,4.89,4.68,1.01
1113,13535141,0,1,1,4,235.0,6,4.83,4.83,3.4
1114,13538844,0,1,1,2,39.0,8,4.25,4.88,0.11
1115,13539622,0,2,1,5,125.0,87,4.88,4.65,1.15
1116,13540670,0,1,1,2,83.0,27,4.7,4.96,0.36
1117,13544982,0,1,1,2,60.0,32,4.72,4.9,0.47
1118,13545935,0,1,1,2,89.0,205,4.8,4.97,2.71
1119,13546167,1,1,1,5,188.0,216,4.83,4.31,2.9
1120,13546713,0,1,1,3,61.0,28,4.59,4.7,0.37
1121,13558807,0,1,0,4,125.0,2,5.0,5.0,0.03
1122,13576857,0,16,1,2,45.0,260,4.68,4.51,3.45
1123,13577314,0,1,1,2,66.0,369,4.32,4.62,4.88
1124,13583555,0,16,1,2,45.0,242,4.62,4.52,3.22
1125,13585175,0,16,1,1,39.0,232,4.73,4.58,3.08
1126,13587448,0,1,0,5,100.0,3,5.0,5.0,0.04
1127,13589418,0,1,1,2,50.0,5,5.0,4.6,0.07
1128,13592929,0,1,1,6,180.0,15,5.0,4.79,0.2
1129,13597329,0,1,1,6,75.0,4,4.75,4.75,0.05
1130,13602045,0,1,0,2,50.0,43,4.47,4.29,0.57
1131,13602415,0,1,1,1,66.0,34,4.76,4.94,0.45
1132,13610824,0,1,0,1,69.0,21,4.9,4.95,0.29
1133,13612781,0,2,0,1,45.0,7,3.71,4.57,0.09
1134,13619806,1,1,1,6,550.0,131,4.95,4.94,1.75
1135,13620184,0,2,1,2,55.0,113,4.58,4.93,1.5
1136,13620699,0,1,0,2,50.0,3,3.67,3.67,0.04
1137,13621722,0,1,0,4,130.0,3,4.33,5.0,0.04
1138,13631175,0,1,0,2,112.0,19,4.89,4.58,0.26
1139,13638012,0,1,0,2,73.0,4,4.5,5.0,0.05
1140,13654990,0,1,1,4,170.0,8,4.88,4.88,0.11
1141,13655139,0,1,0,1,32.0,1,5.0,5.0,0.02
1142,13656446,0,1,0,5,175.0,1,3.0,4.0,0.01
1143,13657431,1,21,1,5,202.0,93,4.95,4.91,1.23
1144,13658185,0,1,1,2,70.0,199,4.24,4.43,3.64
1145,13668400,0,1,0,2,60.0,2,5.0,4.0,0.03
1146,13669072,0,16,1,2,45.0,261,4.73,4.52,3.46
1147,13686644,1,1,1,4,345.0,163,4.89,4.91,2.17
1148,13689736,0,3,0,2,63.0,594,4.43,4.48,7.86
1149,13691396,0,1,0,5,180.0,3,4.67,4.0,0.04
1150,13693205,0,1,1,4,104.0,7,4.86,5.0,0.09
1151,13707984,0,1,0,2,200.0,4,4.75,4.5,0.05
1152,13711379,0,1,1,6,105.0,1,5.0,5.0,0.01
1153,13739315,0,1,0,7,750.0,2,5.0,5.0,0.9
1154,13740674,1,1,1,7,220.0,91,4.88,4.84,1.24
1155,13742700,0,1,1,4,255.0,52,4.67,4.69,0.69
1156,13749993,1,21,1,5,189.0,120,4.92,4.92,1.59
1157,13750546,0,3,1,2,75.0,22,4.55,5.0,0.32
1158,13757779,0,1,1,2,62.0,5,4.2,4.6,0.07
1159,13759408,0,3,0,2,60.0,588,4.58,4.49,7.8
1160,13759419,1,1,0,7,500.0,78,4.85,4.65,1.41
1161,13764890,0,2,1,2,65.0,2,4.5,4.5,0.03
1162,13767409,0,2,1,5,143.0,242,4.55,4.77,3.24
1163,13767500,0,1,0,4,150.0,5,4.6,4.8,0.07
1164,13774416,0,1,0,2,120.0,38,4.72,4.81,0.69
1165,13776599,0,1,1,2,80.0,1,0.0,,0.01
1166,13779492,0,1,0,1,50.0,1,5.0,5.0,0.01
1167,13783906,0,1,1,2,88.0,22,4.64,4.5,0.29
1168,13786700,0,1,1,2,59.0,28,4.46,4.44,0.37
1169,13787166,0,3,0,2,62.0,562,4.46,4.55,7.45
1170,13792057,0,1,1,2,60.0,42,4.9,4.76,0.57
1171,13794228,0,1,1,2,80.0,19,4.47,4.42,0.25
1172,13796842,0,2,1,2,73.0,94,4.88,4.71,1.28
1173,13797447,1,1,1,4,120.0,164,4.95,4.93,2.19
1174,13799063,0,1,1,2,86.0,3,4.33,4.33,0.04
1175,13810912,0,1,1,4,160.0,7,4.71,4.57,0.09
1176,13811690,0,1,1,2,80.0,1,5.0,5.0,0.01
1177,13812067,0,1,1,2,140.0,7,4.67,4.83,0.09
1178,13812621,0,3,1,1,69.0,102,4.86,4.64,1.36
1179,13813290,0,3,1,2,95.0,86,4.85,4.73,1.15
1180,13813984,1,3,1,2,80.0,134,4.96,4.81,1.83
1181,13814160,0,1,1,2,89.0,48,4.81,4.43,0.64
1182,13817859,1,21,1,6,226.0,133,4.94,4.89,1.77
1183,13828417,1,3,1,2,105.0,227,4.85,4.77,3.17
1184,13833899,1,5,1,8,75.0,84,5.0,4.78,1.12
1185,13837425,0,1,1,6,65.0,1,5.0,5.0,0.01
1186,13839096,0,1,1,2,45.0,14,4.64,4.71,0.19
1187,13840148,0,3,0,2,65.0,5,3.6,4.4,0.07
1188,13842046,0,1,0,2,98.0,1,0.0,,0.01
1189,13845577,0,1,1,2,41.0,3,4.67,5.0,0.04
1190,13849186,0,1,0,4,110.0,2,5.0,5.0,0.03
1191,13855963,0,1,1,2,45.0,2,5.0,5.0,0.03
1192,13860697,0,1,0,4,71.0,2,0.0,,0.03
1193,13863733,0,1,1,4,110.0,2,5.0,5.0,0.03
1194,13870616,0,1,0,6,150.0,4,5.0,4.75,0.06
1195,13875674,0,1,0,2,99.0,2,5.0,5.0,0.03
1196,13904831,0,1,1,2,27.0,2,5.0,5.0,0.03
1197,13910515,0,3,0,2,245.0,6,4.5,4.5,0.08
1198,13912999,0,1,1,5,150.0,7,4.86,4.83,0.09
1199,13913649,0,1,1,4,74.0,5,4.6,4.8,0.07
1200,13914142,0,1,1,2,130.0,6,4.8,4.8,0.08
1201,13914639,0,1,0,2,35.0,56,4.75,4.85,1.16
1202,13923401,0,1,1,2,70.0,15,4.4,4.4,0.2
1203,13925561,0,1,1,4,220.0,1,5.0,5.0,0.01
1204,13937362,0,1,0,2,40.0,1,0.0,,0.01
1205,13939258,0,1,1,3,165.0,59,4.85,4.95,0.79
1206,13947990,0,1,1,3,320.0,4,5.0,5.0,0.05
1207,13949040,0,32,1,4,368.0,79,4.54,4.87,1.09
1208,13949954,0,1,1,2,71.0,394,4.88,4.84,5.27
1209,13966866,0,1,0,4,135.0,20,4.8,4.58,0.27
1210,13970318,0,1,1,2,21.0,2,4.5,5.0,0.03
1211,13988513,0,1,0,4,250.0,3,4.67,4.67,0.04
1212,13995712,0,1,0,2,72.0,51,4.92,4.63,0.69
1213,13996203,1,2,1,1,48.0,468,4.98,4.96,6.28
1214,14005062,0,3,0,2,55.0,7,3.0,4.29,0.09
1215,14005777,0,3,0,2,55.0,7,1.83,3.83,0.09
1216,14006048,0,1,1,2,49.0,2,5.0,5.0,0.03
1217,14012265,0,1,1,4,80.0,4,5.0,5.0,0.05
1218,14014802,0,1,0,2,90.0,45,4.84,4.79,0.6
1219,14035113,0,2,1,1,39.0,24,4.55,4.64,0.32
1220,14040519,1,3,1,2,65.0,93,4.93,4.66,1.26
1221,14040711,1,3,1,1,55.0,135,4.93,4.82,1.83
1222,14052487,0,16,1,2,45.0,247,4.59,4.51,3.3
1223,14060494,0,1,1,4,95.0,2,5.0,4.5,0.03
1224,14064980,0,2,1,6,159.0,6,5.0,4.67,0.13
1225,14069865,0,5,1,2,64.0,13,4.58,4.67,0.17
1226,14075685,0,1,1,1,31.0,47,4.91,4.71,0.63
1227,14079582,0,1,1,5,119.0,12,4.82,4.55,0.16
1228,14084978,0,1,1,8,91.0,9,3.75,4.0,0.12
1229,14086734,0,1,1,8,199.0,46,4.61,4.6,0.63
1230,14088690,0,1,1,2,45.0,21,4.48,4.62,0.28
1231,14104645,0,1,1,4,139.0,4,4.33,4.33,0.05
1232,14119109,0,3,1,4,130.0,4,4.75,5.0,0.06
1233,14120706,0,1,1,2,73.0,47,4.78,4.8,0.63
1234,14124147,0,5,1,4,111.0,2,5.0,5.0,0.03
1235,14132419,0,5,1,3,134.0,439,4.77,4.97,5.89
1236,14135807,0,1,1,2,53.0,9,5.0,4.88,0.12
1237,14146712,0,1,1,2,82.0,1,4.0,4.0,0.01
1238,14147637,0,5,1,2,69.0,1,5.0,5.0,0.01
1239,14150388,1,4,1,4,201.0,114,4.73,4.76,1.54
1240,14151634,0,1,0,2,43.0,47,4.61,4.48,0.63
1241,14157433,1,1,1,1,77.0,90,4.86,4.86,1.52
1242,14160004,0,1,0,2,88.0,1,5.0,5.0,0.01
1243,14174485,0,1,1,9,389.0,1,5.0,5.0,0.01
1244,14176073,0,1,0,3,100.0,1,0.0,,0.01
1245,14185013,1,3,1,4,180.0,7,4.86,4.86,0.1
1246,14190413,0,1,1,1,118.0,162,4.66,4.89,2.2
1247,14192979,0,1,1,6,62.0,4,4.25,4.75,0.05
1248,14202693,0,1,1,4,55.0,11,4.82,4.91,0.15
1249,14207045,0,1,1,2,75.0,1,5.0,5.0,0.01
1250,14208220,0,2,1,2,80.0,2,3.5,4.0,0.03
1251,14214586,0,1,1,1,50.0,21,4.86,4.89,0.28
1252,14233196,0,1,0,2,65.0,56,4.93,5.0,0.75
1253,14234436,0,1,1,4,80.0,3,4.5,4.0,0.04
1254,14256959,1,3,1,2,85.0,261,4.96,4.82,3.58
1255,14258074,0,1,1,2,55.0,6,4.17,4.33,0.08
1256,14289228,0,1,1,2,95.0,23,4.91,4.5,0.31
1257,14313639,0,3,1,2,70.0,46,4.73,4.6,0.63
1258,14316826,1,3,1,2,50.0,29,4.96,4.82,0.44
1259,14330376,0,2,0,1,59.0,2,5.0,5.0,0.03
1260,14331209,1,1,0,2,59.0,119,4.79,4.71,1.62
1261,14332497,0,1,1,2,60.0,151,4.73,4.86,2.04
1262,14339083,1,1,1,2,105.0,129,4.97,4.87,1.97
1263,14348340,0,1,1,4,60.0,2,4.5,4.5,0.03
1264,14351685,0,3,0,2,39.0,2,4.5,3.0,0.03
1265,14357339,0,9,1,4,179.0,118,4.8,4.89,1.77
1266,14363628,0,1,0,2,46.0,12,4.92,4.83,0.16
1267,14367732,0,3,1,4,229.0,408,4.71,4.81,5.57
1268,14370506,0,4,1,7,284.0,245,4.85,4.87,3.34
1269,14382050,1,2,1,2,115.0,22,4.95,4.86,0.42
1270,14414156,0,1,0,5,550.0,23,5.0,4.96,0.31
1271,14422707,1,1,1,3,146.0,382,4.81,4.97,5.16
1272,14436901,0,1,1,2,251.0,38,4.84,4.97,0.52
1273,14438614,0,1,0,4,170.0,1,5.0,5.0,0.02
1274,14466747,0,1,1,4,152.0,9,4.56,4.44,0.12
1275,14467409,0,2,0,2,64.0,167,4.69,4.77,2.27
1276,14493319,0,1,0,7,180.0,1,5.0,5.0,0.02
1277,14498536,0,1,1,2,97.0,24,4.92,4.75,0.33
1278,14510597,0,1,0,4,99.0,6,4.4,5.0,0.08
1279,14528059,0,7,1,11,55.0,1,0.0,,0.01
1280,14528789,0,2,1,2,49.0,14,4.79,4.71,0.19
1281,14530358,0,1,1,5,120.0,3,4.5,5.0,0.06
1282,14541302,0,2,1,4,70.0,5,5.0,5.0,0.07
1283,14541318,0,1,1,4,62.0,7,4.71,4.43,0.1
1284,14544503,0,1,1,4,75.0,10,4.88,4.75,0.14
1285,14551512,0,1,0,2,49.0,16,4.73,4.6,0.22
1286,14553228,0,4,1,2,129.0,16,5.0,5.0,0.22
1287,14554194,1,1,1,2,146.0,89,4.83,4.94,1.21
1288,14561036,0,1,1,3,70.0,34,4.91,4.79,0.72
1289,14570254,0,5,1,6,148.0,9,5.0,4.86,0.13
1290,14571284,0,1,0,2,60.0,1,0.0,,0.02
1291,14580982,0,1,0,2,40.0,4,3.5,4.5,0.05
1292,14585984,0,1,1,2,885.0,14,5.0,4.85,0.19
1293,14597392,0,1,1,2,50.0,2,5.0,5.0,0.03
1294,14605077,0,1,0,2,38.0,218,4.84,4.84,2.95
1295,14607312,0,3,1,2,30.0,336,4.72,4.29,4.62
1296,14624814,0,1,1,2,47.0,6,4.5,4.83,0.08
1297,14627079,0,1,0,2,250.0,4,5.0,5.0,0.05
1298,14634841,1,1,1,4,185.0,44,4.95,4.98,0.61
1299,14645452,0,1,1,2,35.0,1,0.0,,0.01
1300,14645775,0,2,1,2,40.0,9,4.22,4.22,0.12
1301,14664880,0,2,1,2,65.0,11,4.67,5.0,0.15
1302,14669504,0,1,1,4,175.0,39,4.95,4.89,0.54
1303,14702552,0,9,1,8,200.0,17,4.06,4.76,0.23
1304,14702691,0,1,0,4,120.0,28,4.75,4.96,0.38
1305,14706201,1,12,1,2,50.0,7,4.33,5.0,0.1
1306,14711925,1,2,0,2,80.0,58,4.89,4.77,0.82
1307,14717971,0,5,1,4,79.0,96,4.75,4.87,1.38
1308,14726645,1,12,1,4,65.0,12,4.45,4.91,0.16
1309,14727905,0,5,1,2,247.0,96,4.51,4.95,1.31
1310,14735887,1,21,1,3,113.0,66,4.98,4.91,0.9
1311,14737463,1,2,1,1,139.0,148,4.86,4.9,2.02
1312,14742500,1,1,1,4,419.0,238,4.86,4.97,3.26
1313,14745699,0,21,1,4,85.0,55,4.63,4.94,0.75
1314,14755491,0,1,0,4,69.0,18,4.72,4.53,0.25
1315,14770396,0,2,1,2,45.0,164,4.27,4.62,2.24
1316,14785631,1,2,1,1,141.0,110,4.75,4.87,1.56
1317,14798540,1,1,1,5,243.0,181,4.82,4.89,2.48
1318,14813014,0,1,0,4,86.0,4,5.0,5.0,0.05
1319,14820186,0,1,1,1,50.0,35,4.94,4.83,0.48
1320,14824418,0,1,1,2,77.0,22,5.0,4.82,0.31
1321,14838168,0,4,1,1,66.0,69,4.37,4.9,0.95
1322,14839700,1,1,1,2,122.0,409,4.78,4.85,5.58
1323,14845900,0,1,0,5,71.0,4,5.0,5.0,0.06
1324,14857131,0,1,0,2,80.0,18,4.83,4.94,0.25
1325,14857381,0,1,0,3,75.0,74,4.73,4.49,1.03
1326,14879971,0,1,1,4,130.0,38,5.0,5.0,0.52
1327,14898821,1,2,1,4,120.0,132,4.82,4.78,1.8
1328,14904122,0,1,1,4,250.0,5,5.0,4.6,0.08
1329,14907513,0,1,1,2,70.0,2,4.5,5.0,0.03
1330,14932890,0,1,1,1,50.0,34,4.19,4.48,0.48
1331,14934635,1,2,1,1,97.0,18,5.0,4.67,1.58
1332,14938508,0,55,1,6,218.0,158,4.61,4.81,2.32
1333,14941430,0,1,1,2,96.0,725,4.81,4.61,9.97
1334,14943168,1,3,1,2,207.0,55,4.84,4.85,0.76
1335,14957692,0,1,1,3,80.0,7,3.14,3.43,0.11
1336,14957777,0,9,1,6,200.0,33,4.27,5.0,0.45
1337,14958082,1,12,1,2,55.0,16,4.31,4.93,0.22
1338,14960022,1,12,1,2,49.0,9,3.89,4.88,0.12
1339,14963529,0,1,1,5,199.0,172,4.95,4.92,2.5
1340,14972466,0,1,0,4,150.0,6,4.0,4.33,0.08
1341,14979329,0,4,1,1,80.0,82,4.47,4.99,1.13
1342,14998533,1,3,1,2,136.0,179,4.83,4.73,2.46
1343,15000162,0,1,1,3,186.0,1,5.0,5.0,0.02
1344,15014593,0,1,1,4,379.0,168,4.76,4.76,2.3
1345,15022396,0,1,1,8,90.0,3,5.0,5.0,0.04
1346,15030483,0,2,0,1,50.0,11,5.0,4.78,0.16
1347,15034757,0,1,1,5,246.0,58,4.84,4.72,1.09
1348,15040997,0,2,1,2,100.0,11,4.91,4.91,0.15
1349,15041289,0,1,0,6,120.0,15,4.77,4.38,0.21
1350,15041305,1,4,1,1,121.0,61,4.6,4.73,0.84
1351,15054597,1,2,1,1,46.0,18,4.89,4.89,0.29
1352,15054939,0,1,1,4,139.0,52,4.67,4.67,0.72
1353,15055615,0,2,1,6,150.0,22,4.5,4.14,0.3
1354,15063921,0,1,1,2,48.0,227,4.96,4.73,3.17
1355,15069913,0,2,1,4,150.0,22,4.86,4.68,0.31
1356,15096191,0,1,0,2,50.0,1,0.0,,0.02
1357,15112889,0,1,1,2,70.0,6,4.83,4.83,0.08
1358,15119596,1,5,1,2,75.0,35,4.86,4.83,0.48
1359,15119820,1,5,1,2,75.0,70,4.94,4.86,1.04
1360,15119965,1,5,1,1,75.0,51,5.0,4.88,0.7
1361,15128996,0,2,0,2,66.0,38,4.75,4.67,0.58
1362,15137237,1,4,1,2,65.0,302,4.87,4.85,4.16
1363,15155552,1,1,1,4,189.0,148,4.88,4.92,2.04
1364,15158289,0,2,1,4,60.0,3,4.0,5.0,0.04
1365,15161206,0,1,1,2,59.0,250,4.98,4.82,3.86
1366,15162862,0,1,0,4,140.0,43,4.47,4.49,0.6
1367,15169715,0,1,0,2,71.0,3,4.67,4.33,0.04
1368,15179261,0,3,1,2,45.0,201,4.49,4.73,2.79
1369,15197756,0,3,1,2,116.0,198,4.76,4.83,2.74
1370,15204058,0,68,1,4,200.0,164,4.6,4.97,2.27
1371,15215993,1,4,1,1,125.0,74,4.8,4.85,1.02
1372,15217206,1,3,1,4,84.0,140,4.93,4.89,1.97
1373,15219928,1,3,1,2,98.0,121,4.79,4.74,1.67
1374,15230072,0,9,1,4,80.0,8,4.0,4.2,0.11
1375,15230263,0,1,1,3,70.0,20,5.0,4.5,0.3
1376,15232922,0,2,1,2,61.0,174,4.87,4.58,2.4
1377,15242851,0,1,1,5,400.0,7,5.0,5.0,0.1
1378,15253032,0,1,0,2,89.0,17,4.71,4.94,0.26
1379,15261952,1,2,1,2,95.0,283,4.91,4.95,4.0
1380,15270528,0,2,1,1,70.0,2,5.0,5.0,0.03
1381,15293223,0,1,0,2,65.0,3,5.0,5.0,0.05
1382,15297080,1,1,1,2,80.0,358,4.73,4.8,5.36
1383,15339244,0,1,0,2,123.0,2,5.0,5.0,0.03
1384,15342454,0,2,1,4,98.0,8,4.13,4.88,0.12
1385,15410846,0,3,1,2,45.0,223,4.33,4.71,3.11
1386,15416221,1,3,1,6,288.0,205,4.62,4.95,2.85
1387,15435282,1,1,1,4,171.0,76,4.83,4.71,1.06
1388,15443280,0,1,0,4,157.0,8,4.43,3.8,0.11
1389,15451476,0,2,1,2,84.0,140,4.84,4.82,1.96
1390,15452114,0,1,1,4,180.0,2,5.0,5.0,0.03
1391,15466582,0,1,1,2,235.0,8,5.0,4.88,0.13
1392,15467987,0,3,1,2,81.0,56,4.4,4.74,0.78
1393,15472365,0,9,1,2,45.0,3,4.0,4.67,0.04
1394,15480160,0,4,1,1,71.0,108,4.22,4.61,1.51
1395,15482095,0,1,1,3,102.0,4,5.0,5.0,0.06
1396,15506225,0,7,1,2,54.0,39,4.68,4.62,0.54
1397,15517141,0,12,1,4,51.0,83,4.33,4.53,1.16
1398,15520068,0,7,1,1,49.0,48,4.88,4.75,0.71
1399,15556545,0,2,1,2,80.0,2,5.0,5.0,0.03
1400,15606359,0,4,1,2,35.0,128,4.81,4.61,1.79
1401,15625970,0,1,1,4,165.0,46,4.85,4.93,0.65
1402,15630107,0,1,1,4,649.0,23,4.9,4.9,0.33
1403,15653924,0,4,1,5,511.0,43,4.88,4.91,0.6
1404,15659287,0,1,0,1,200.0,2,0.0,,0.03
1405,15662149,0,4,1,2,77.0,165,4.67,4.6,2.32
1406,15662629,0,4,1,2,76.0,156,4.78,4.75,2.19
1407,15677169,0,1,1,4,160.0,16,5.0,4.94,0.51
1408,15677594,0,1,1,6,123.0,1,5.0,5.0,0.02
1409,15682438,0,1,0,2,41.0,192,4.68,4.82,2.7
1410,15695376,0,4,1,2,76.0,175,4.83,4.66,2.46
1411,15695932,0,4,1,2,76.0,178,4.8,4.72,2.5
1412,15696557,0,1,1,4,184.0,61,4.67,4.47,0.89
1413,15701179,1,4,1,1,74.0,98,4.9,4.7,1.38
1414,15702634,1,21,1,5,237.0,66,4.97,4.89,0.94
1415,15716017,0,1,1,4,140.0,151,4.48,4.51,2.21
1416,15725118,0,2,1,2,54.0,16,5.0,4.47,0.23
1417,15726268,1,4,1,2,90.0,77,4.87,4.77,1.24
1418,15726888,0,1,1,2,102.0,141,4.74,4.73,1.98
1419,15742326,0,7,1,6,162.0,140,4.66,4.89,1.97
1420,15749806,0,1,1,2,69.0,9,5.0,4.67,0.13
1421,15757589,1,5,1,2,142.0,116,4.71,4.59,1.63
1422,15763163,0,1,1,2,79.0,23,4.91,4.77,0.32
1423,15771291,1,4,1,2,90.0,68,4.88,4.64,1.02
1424,15771766,1,4,1,2,90.0,87,4.84,4.67,1.3
1425,15779845,0,1,0,1,65.0,90,4.9,4.81,1.27
1426,15781024,0,1,1,4,65.0,22,4.62,5.0,0.36
1427,15784729,0,1,0,1,94.0,1,5.0,,0.01
1428,15786005,0,1,1,2,42.0,11,4.64,4.73,0.16
1429,15795790,1,5,1,2,75.0,79,4.89,4.82,1.12
1430,15796152,0,1,1,4,125.0,51,4.73,4.68,0.83
1431,15802087,0,1,1,3,150.0,2,5.0,,0.03
1432,15804562,0,2,0,2,45.0,40,4.49,4.69,0.57
1433,15814444,0,1,1,4,200.0,13,4.77,5.0,0.19
1434,15818092,0,1,1,2,109.0,27,4.62,5.0,0.38
1435,15825533,0,1,1,6,160.0,50,4.66,4.9,0.71
1436,15831512,0,4,1,1,28.0,59,4.8,4.63,0.87
1437,15832531,1,3,1,4,440.0,8,4.29,4.57,0.11
1438,15833412,0,2,0,1,50.0,9,5.0,4.56,0.13
1439,15848846,1,1,1,4,210.0,121,4.93,4.91,1.9
1440,15854530,0,11,1,6,399.0,83,4.77,4.86,1.17
1441,15885600,1,3,1,1,71.0,16,4.67,4.86,0.26
1442,15892986,1,1,1,5,376.0,167,4.78,4.8,2.35
1443,15900362,0,1,1,4,140.0,1,5.0,5.0,0.02
1444,15908888,0,4,1,3,61.0,3,5.0,4.0,0.07
1445,15916900,0,2,1,3,73.0,116,4.86,4.67,1.67
1446,15917752,0,5,1,2,200.0,138,4.78,4.9,1.95
1447,15924158,0,1,0,2,65.0,2,4.0,4.5,0.03
1448,15938362,0,3,1,6,235.0,38,4.86,4.92,0.55
1449,15940703,0,2,0,2,35.0,3,4.0,4.0,0.04
1450,15969367,0,1,0,8,182.0,19,5.0,5.0,0.27
1451,15969811,0,2,1,6,488.0,2,5.0,5.0,1.43
1452,15978026,0,2,1,2,79.0,74,4.91,4.99,1.05
1453,16014305,0,5,1,4,207.0,47,4.87,4.91,0.68
1454,16014387,0,5,0,2,54.0,44,4.7,4.75,0.65
1455,16017066,0,1,1,4,150.0,26,4.65,5.0,0.39
1456,16017372,0,1,1,2,69.0,2,4.5,5.0,0.03
1457,16038778,0,1,0,5,600.0,15,5.0,4.79,0.21
1458,16039058,1,4,1,5,180.0,184,4.73,4.55,3.51
1459,16050196,0,1,1,2,64.0,45,4.73,4.31,1.77
1460,16064201,0,1,1,4,180.0,4,5.0,4.5,0.06
1461,16077398,0,1,0,2,50.0,1,5.0,5.0,0.01
1462,16109288,0,3,1,1,35.0,8,4.57,4.86,0.12
1463,16129670,1,2,1,2,85.0,158,4.94,4.99,3.05
1464,16146498,0,1,1,7,250.0,1,5.0,5.0,0.01
1465,16156397,0,2,1,2,99.0,52,4.87,5.0,0.75
1466,16157088,0,1,1,4,100.0,2,4.0,2.0,0.03
1467,16159302,0,1,1,1,25.0,55,4.72,4.64,0.8
1468,16172934,0,1,1,2,190.0,111,4.78,4.64,1.61
1469,16185217,0,1,1,2,40.0,1,4.0,3.0,0.01
1470,16188511,0,1,1,2,41.0,2,5.0,5.0,0.03
1471,16200398,0,1,0,2,70.0,28,4.64,4.93,0.4
1472,16201617,0,1,0,1,16.0,5,4.0,4.67,0.07
1473,16202907,0,1,1,3,35.0,2,3.5,4.0,0.03
1474,16218195,0,1,0,1,38.0,8,4.13,4.25,0.13
1475,16243310,0,2,1,2,53.0,79,4.97,4.71,1.13
1476,16250821,0,1,1,2,75.0,20,4.89,4.95,0.3
1477,16255825,0,2,0,6,150.0,3,4.33,4.0,0.04
1478,16255930,0,1,1,2,50.0,10,4.4,4.78,0.14
1479,16257025,0,1,1,1,26.0,33,4.76,4.67,0.48
1480,16265916,0,1,1,5,173.0,35,4.69,4.76,0.5
1481,16270951,0,1,0,2,160.0,94,4.45,4.93,1.36
1482,16272999,0,2,0,2,50.0,41,4.61,4.78,0.59
1483,16278330,0,1,1,2,115.0,2,5.0,5.0,0.03
1484,16293277,0,1,1,1,85.0,4,4.67,4.67,0.06
1485,16305942,0,2,0,4,150.0,4,5.0,4.33,0.06
1486,16309843,0,8,1,1,57.0,8,4.86,4.86,0.11
1487,16333637,0,1,1,5,130.0,35,4.94,4.89,0.72
1488,16355072,1,3,1,4,165.0,154,4.91,4.89,2.24
1489,16388667,0,3,0,2,54.0,7,5.0,5.0,0.18
